customerid,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,gender,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount
1509,51510,0,0.0,Computer,1,,CC,Male,3.0,4,Mobile,3,Married,2,1,15.0,0.0,1.0,1.0,125.66
1510,51511,0,23.0,Mobile Phone,1,17.0,Debit Card,Female,2.0,3,Others,4,Single,4,0,,0.0,4.0,4.0,299.26
1511,51512,0,14.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Married,5,0,12.0,1.0,1.0,8.0,124.50999999999999
1512,51513,0,3.0,Mobile Phone,3,11.0,Debit Card,Female,2.0,3,Fashion,1,Married,3,0,12.0,1.0,7.0,4.0,194.19
1513,51514,0,11.0,Mobile Phone,3,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Single,5,0,22.0,0.0,1.0,7.0,186.86
1514,51515,0,5.0,Phone,1,12.0,Debit Card,Male,,3,Mobile,3,Single,4,0,20.0,0.0,1.0,4.0,130.38
1515,51516,0,0.0,Phone,1,23.0,COD,Male,,3,Mobile,4,Married,1,1,16.0,0.0,1.0,1.0,130.58
1516,51517,1,0.0,Computer,3,,COD,Female,3.0,5,Mobile,5,Single,1,0,21.0,1.0,1.0,0.0,123.25
1517,51518,0,,Computer,1,9.0,CC,Male,1.0,3,Mobile,4,Single,5,0,12.0,2.0,7.0,2.0,120.88
1518,51519,0,3.0,Computer,1,15.0,CC,Male,,3,Laptop & Accessory,5,Married,2,0,11.0,5.0,6.0,10.0,130.72
1519,51520,0,18.0,Mobile Phone,3,10.0,Debit Card,Female,1.0,3,Laptop & Accessory,5,Married,5,1,11.0,0.0,1.0,3.0,150.06
1520,51521,0,29.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,5,1,18.0,2.0,2.0,2.0,142.57
1521,51522,0,6.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,1,Single,1,0,14.0,1.0,1.0,2.0,125.0
1522,51523,1,0.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,1,Single,2,0,22.0,1.0,1.0,0.0,111.02000000000001
1523,51524,0,19.0,Mobile Phone,3,6.0,E wallet,Female,3.0,3,Fashion,5,Married,2,0,25.0,8.0,15.0,7.0,204.53
1524,51525,0,,Phone,1,15.0,Debit Card,Female,3.0,3,Mobile,1,Single,2,0,12.0,1.0,2.0,1.0,122.88
1525,51526,0,4.0,Phone,1,18.0,Credit Card,Female,3.0,3,Mobile Phone,1,Married,9,1,23.0,1.0,1.0,2.0,139.29
1526,51527,0,,Phone,1,33.0,CC,Female,3.0,3,Mobile,4,Single,3,0,15.0,0.0,1.0,2.0,123.11000000000001
1527,51528,1,4.0,Phone,3,26.0,E wallet,Female,,3,Mobile,4,Single,2,1,22.0,0.0,1.0,2.0,131.4
1528,51529,0,23.0,Phone,1,6.0,Credit Card,Male,2.0,4,Mobile Phone,3,Married,3,0,15.0,1.0,1.0,2.0,136.9
1529,51530,0,26.0,Phone,1,19.0,Credit Card,Female,2.0,1,Laptop & Accessory,5,Married,2,0,11.0,1.0,1.0,3.0,144.5
1530,51531,0,6.0,Phone,1,20.0,CC,Female,,3,Mobile,4,Married,2,0,13.0,1.0,1.0,6.0,127.56
1531,51532,0,13.0,Mobile Phone,1,10.0,Credit Card,Female,2.0,3,Others,3,Married,2,0,14.0,,9.0,9.0,290.33
1532,51533,0,28.0,Mobile Phone,1,20.0,Credit Card,Male,3.0,1,Others,4,Single,9,0,11.0,,2.0,15.0,287.22
1533,51534,0,7.0,Computer,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,2,0,17.0,0.0,1.0,9.0,195.47
1534,51535,0,24.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Grocery,4,Single,4,0,18.0,1.0,,0.0,237.33999999999997
1535,51536,0,25.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,3,Married,1,0,,7.0,11.0,9.0,299.99
1536,51537,0,,Phone,1,15.0,CC,Female,4.0,3,Mobile,4,Single,2,0,16.0,0.0,1.0,3.0,122.78999999999999
1537,51538,1,0.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,4,1,13.0,1.0,1.0,1.0,159.16
1538,51539,0,,Computer,1,13.0,CC,Male,2.0,1,Mobile,1,Married,5,0,14.0,1.0,2.0,2.0,120.88999999999999
1539,51540,0,18.0,Computer,1,8.0,Credit Card,Male,3.0,4,Grocery,1,Married,10,0,23.0,,11.0,8.0,267.92
1540,51541,0,10.0,Phone,1,27.0,Debit Card,Male,3.0,1,Mobile Phone,5,Married,2,1,12.0,1.0,1.0,7.0,135.64
1541,51542,0,8.0,Computer,1,8.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Single,6,0,11.0,0.0,1.0,2.0,144.25
1542,51543,0,15.0,Computer,1,27.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,0,16.0,0.0,1.0,2.0,152.65
1543,51544,0,11.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,10,0,14.0,1.0,1.0,0.0,165.53
1544,51545,0,11.0,Mobile Phone,1,35.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,4,0,18.0,0.0,1.0,7.0,162.61
1545,51546,0,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop & Accessory,5,Married,6,0,19.0,2.0,2.0,0.0,142.98
1546,51547,0,22.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,15.0,0.0,1.0,7.0,168.04
1547,51548,0,7.0,Computer,1,16.0,Credit Card,Male,2.0,3,Mobile Phone,3,Married,2,1,17.0,2.0,2.0,0.0,138.15
1548,51549,0,13.0,Phone,1,25.0,CC,Male,,3,Laptop & Accessory,1,Married,9,1,15.0,3.0,3.0,7.0,127.41
1549,51550,1,1.0,Mobile Phone,1,35.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,8,1,19.0,1.0,1.0,0.0,166.73
1550,51551,1,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Fashion,1,Married,2,0,22.0,0.0,1.0,9.0,176.39
1551,51552,0,0.0,Phone,1,,Debit Card,Male,2.0,1,Mobile,4,Married,2,1,16.0,2.0,2.0,2.0,123.28
1552,51553,0,,Computer,1,24.0,CC,Female,3.0,3,Mobile,1,Single,2,0,13.0,0.0,1.0,7.0,121.53
1553,51554,0,13.0,Computer,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,10,0,14.0,0.0,1.0,2.0,148.76
1554,51555,0,19.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Fashion,5,Married,8,0,16.0,0.0,1.0,3.0,193.96
1555,51556,1,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Fashion,1,Married,2,0,11.0,6.0,9.0,8.0,204.0
1556,51557,0,3.0,Computer,1,6.0,Debit Card,Male,2.0,4,Fashion,3,Single,2,0,22.0,4.0,5.0,8.0,184.74
1557,51558,0,0.0,Computer,3,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,1.0,1.0,7.0,199.81
1558,51559,0,24.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Fashion,4,Married,6,0,16.0,2.0,4.0,,224.89999999999998
1559,51560,1,0.0,Phone,1,,COD,Female,2.0,3,Mobile,5,Single,6,1,11.0,0.0,1.0,4.0,126.57
1560,51561,0,14.0,Mobile Phone,3,12.0,Debit Card,Female,3.0,3,Fashion,1,Single,4,1,18.0,0.0,,0.0,235.91000000000003
1561,51562,1,0.0,Computer,3,32.0,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,6,0,15.0,1.0,1.0,1.0,166.96
1562,51563,1,,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,3,Single,1,0,14.0,0.0,1.0,5.0,120.58000000000001
1563,51564,0,18.0,Computer,3,12.0,Credit Card,Female,2.0,4,Fashion,1,Single,7,0,12.0,5.0,12.0,8.0,188.65
1564,51565,0,27.0,Mobile Phone,3,9.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Married,3,0,14.0,1.0,1.0,5.0,159.4
1565,51566,0,9.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,9,0,16.0,2.0,3.0,7.0,159.14
1566,51567,0,6.0,Phone,1,,CC,Female,2.0,4,Mobile,4,Married,7,0,21.0,0.0,1.0,1.0,126.22
1567,51568,0,10.0,Computer,1,17.0,UPI,Male,2.0,3,Fashion,1,Married,2,1,14.0,1.0,1.0,,221.85000000000002
1568,51569,0,11.0,Mobile Phone,3,9.0,Debit Card,Male,3.0,3,Fashion,3,Married,1,0,12.0,1.0,5.0,13.0,206.08999999999997
1569,51570,0,4.0,Computer,1,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,3,Married,1,0,12.0,0.0,1.0,4.0,143.45
1570,51571,0,,Phone,1,9.0,Debit Card,Male,3.0,4,Mobile,1,Married,4,0,17.0,0.0,1.0,0.0,121.77000000000001
1571,51572,0,10.0,Computer,3,10.0,E wallet,Male,,3,Mobile,1,Married,5,0,17.0,3.0,5.0,8.0,127.93
1572,51573,0,2.0,Computer,3,6.0,Credit Card,Female,2.0,3,Fashion,1,Married,2,0,14.0,4.0,4.0,1.0,179.18
1573,51574,0,8.0,Computer,3,6.0,E wallet,Female,3.0,3,Fashion,3,Single,2,0,14.0,1.0,1.0,8.0,187.89
1574,51575,1,0.0,Phone,1,,CC,Male,2.0,4,Mobile,1,Single,2,1,13.0,0.0,1.0,1.0,123.88999999999999
1575,51576,0,25.0,Phone,1,8.0,Debit Card,Female,2.0,4,Mobile,1,Single,8,0,15.0,2.0,2.0,2.0,132.12
1576,51577,0,15.0,Mobile Phone,1,10.0,Cash on Delivery,Male,2.0,3,Others,1,Married,2,0,,0.0,11.0,15.0,292.32
1577,51578,0,,Phone,2,12.0,CC,Male,2.0,3,Mobile,3,Married,9,0,17.0,0.0,2.0,2.0,122.66999999999999
1578,51579,0,23.0,Mobile Phone,3,6.0,Credit Card,Female,3.0,3,Others,1,Married,4,0,,1.0,1.0,6.0,295.17
1579,51580,1,0.0,Phone,1,,CC,Male,2.0,3,Mobile,1,Married,6,1,13.0,1.0,1.0,4.0,124.36000000000001
1580,51581,0,16.0,Mobile Phone,3,22.0,E wallet,Female,3.0,3,Grocery,1,Married,6,1,22.0,0.0,,9.0,260.64
1581,51582,1,0.0,Phone,1,8.0,Debit Card,Female,,3,Mobile,5,Married,8,0,20.0,1.0,1.0,7.0,127.07
1582,51583,0,25.0,Computer,3,8.0,Debit Card,Male,3.0,4,Others,3,Single,2,1,18.0,,15.0,12.0,290.68
1583,51584,0,5.0,Phone,3,10.0,Debit Card,Female,2.0,3,Mobile Phone,4,Married,3,0,11.0,1.0,1.0,2.0,139.31
1584,51585,1,0.0,Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,1,1,14.0,0.0,1.0,2.0,137.3
1585,51586,0,,Phone,1,6.0,CC,Female,3.0,3,Mobile,3,Married,8,0,14.0,1.0,1.0,2.0,122.32
1586,51587,0,5.0,Computer,3,32.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Married,1,0,18.0,2.0,2.0,2.0,144.65
1587,51588,0,14.0,Phone,1,25.0,Debit Card,Male,,3,Laptop & Accessory,5,Married,3,0,16.0,0.0,1.0,0.0,130.72
1588,51589,0,13.0,Phone,1,30.0,COD,Male,3.0,3,Laptop & Accessory,1,Married,2,0,17.0,2.0,4.0,7.0,133.19
1589,51590,0,18.0,Mobile Phone,1,6.0,UPI,Male,3.0,1,Others,1,Married,1,0,,1.0,1.0,7.0,292.02
1590,51591,0,4.0,Computer,1,9.0,Credit Card,Male,3.0,3,Fashion,3,Married,10,0,12.0,2.0,,2.0,236.75
1591,51592,0,6.0,Phone,1,11.0,Debit Card,Female,,4,Mobile,1,Married,2,0,13.0,0.0,1.0,2.0,129.11
1592,51593,0,7.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,5,Married,7,0,13.0,0.0,5.0,9.0,159.57
1593,51594,0,10.0,Phone,1,6.0,Credit Card,Female,2.0,4,Mobile Phone,5,Married,3,0,14.0,0.0,1.0,2.0,139.2
1594,51595,0,18.0,Computer,1,13.0,Debit Card,Male,3.0,1,Laptop & Accessory,3,Married,5,0,17.0,1.0,1.0,2.0,164.34
1595,51596,1,0.0,Computer,1,16.0,Credit Card,Male,3.0,3,Fashion,3,Married,7,0,11.0,0.0,1.0,0.0,200.48
1596,51597,0,12.0,Computer,1,8.0,Cash on Delivery,Female,3.0,3,Fashion,3,Single,1,0,25.0,6.0,11.0,,209.38
1597,51598,0,2.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,1,Single,2,0,19.0,1.0,1.0,5.0,123.4
1598,51599,0,15.0,Mobile Phone,1,23.0,Debit Card,Female,2.0,1,Laptop & Accessory,5,Single,4,1,13.0,1.0,1.0,2.0,165.45
1599,51600,0,2.0,Mobile Phone,3,26.0,E wallet,Male,2.0,3,Laptop & Accessory,1,Married,3,0,14.0,1.0,1.0,2.0,169.31
1600,51601,0,0.0,Phone,1,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,1,0,12.0,1.0,1.0,2.0,148.98
1601,51602,0,15.0,Phone,1,,CC,Female,2.0,4,Mobile,5,Married,1,1,11.0,7.0,7.0,8.0,125.93
1602,51603,0,13.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Others,3,Married,1,0,,3.0,3.0,9.0,294.36
1603,51604,0,24.0,Phone,1,6.0,Debit Card,Male,,3,Mobile,1,Married,2,0,11.0,1.0,1.0,0.0,127.22999999999999
1604,51605,1,0.0,Computer,1,35.0,Credit Card,Male,3.0,4,Mobile,4,Single,1,0,11.0,0.0,1.0,4.0,134.79
1605,51606,0,5.0,Computer,1,13.0,Debit Card,Male,,1,Mobile,4,Married,2,0,20.0,0.0,1.0,3.0,127.94
1606,51607,0,11.0,Computer,3,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,1,Married,4,0,18.0,1.0,7.0,5.0,152.49
1607,51608,0,,Phone,1,8.0,Cash on Delivery,Male,2.0,4,Laptop & Accessory,5,Single,5,0,13.0,0.0,1.0,4.0,121.75999999999999
1608,51609,0,19.0,Mobile Phone,3,8.0,Cash on Delivery,Female,3.0,5,Grocery,4,Married,4,1,12.0,,7.0,7.0,268.72
1609,51610,1,0.0,Phone,1,8.0,Debit Card,Male,3.0,3,Mobile,3,Single,3,0,11.0,0.0,1.0,0.0,134.85
1610,51611,0,2.0,Mobile Phone,3,8.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Married,3,0,19.0,1.0,1.0,0.0,166.44
1611,51612,0,4.0,Mobile Phone,1,29.0,Credit Card,Male,3.0,4,Laptop & Accessory,1,Married,1,0,21.0,0.0,7.0,8.0,155.82
1612,51613,0,0.0,Computer,1,11.0,Debit Card,Male,2.0,1,Laptop & Accessory,5,Married,2,0,12.0,1.0,1.0,5.0,140.0
1613,51614,0,18.0,Mobile Phone,1,26.0,Credit Card,Male,3.0,3,Grocery,1,Married,1,1,14.0,2.0,,10.0,234.95999999999998
1614,51615,0,9.0,Phone,1,12.0,Debit Card,Male,2.0,3,Mobile,1,Married,1,0,11.0,1.0,10.0,11.0,132.1
1615,51616,0,28.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Others,5,Single,1,1,14.0,,4.0,13.0,290.45
1616,51617,1,10.0,Computer,1,35.0,Debit Card,Male,2.0,3,Fashion,4,Married,2,1,12.0,4.0,9.0,,218.49
1617,51618,0,,Phone,1,15.0,CC,Male,3.0,3,Mobile,1,Married,2,0,23.0,1.0,1.0,4.0,120.69999999999999
1618,51619,0,10.0,Mobile Phone,3,12.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,5,0,14.0,1.0,1.0,1.0,165.02
1619,51620,0,0.0,Phone,1,9.0,CC,Male,3.0,4,Mobile,3,Single,2,0,17.0,1.0,1.0,0.0,132.3
1620,51621,0,10.0,Computer,1,6.0,Credit Card,Female,3.0,3,Fashion,1,Married,3,1,18.0,0.0,,2.0,236.02999999999997
1621,51622,0,8.0,Mobile Phone,1,28.0,Debit Card,Female,3.0,1,Fashion,4,Married,8,0,18.0,5.0,6.0,,219.95999999999998
1622,51623,0,11.0,Mobile Phone,3,13.0,Credit Card,Female,2.0,1,Laptop & Accessory,5,Married,2,1,24.0,4.0,7.0,7.0,156.05
1623,51624,0,0.0,Computer,1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,2,0,20.0,1.0,1.0,4.0,163.97
1624,51625,0,23.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,3,Others,4,Married,4,0,14.0,,1.0,6.0,291.44
1625,51626,0,26.0,Mobile Phone,1,9.0,Credit Card,Male,2.0,3,Grocery,3,Married,4,1,16.0,,1.0,3.0,275.84
1626,51627,0,15.0,Phone,3,6.0,Debit Card,Male,1.0,3,Laptop & Accessory,3,Married,2,0,25.0,6.0,11.0,6.0,149.07
1627,51628,0,2.0,Computer,3,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,0,18.0,0.0,1.0,9.0,145.54
1628,51629,0,28.0,Mobile Phone,1,26.0,COD,Male,2.0,3,Laptop & Accessory,1,Married,4,1,19.0,0.0,1.0,8.0,154.15
1629,51630,0,0.0,Computer,1,17.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,2,1,13.0,1.0,3.0,3.0,147.41
1630,51631,0,,Phone,1,6.0,Debit Card,Female,2.0,3,Mobile,1,Single,2,0,12.0,1.0,5.0,7.0,121.15
1631,51632,1,7.0,Computer,1,30.0,Debit Card,Male,,3,Mobile,3,Married,4,1,22.0,0.0,1.0,0.0,131.61
1632,51633,0,11.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,10,0,14.0,0.0,1.0,2.0,157.45
1633,51634,1,0.0,Phone,1,,CC,Male,2.0,3,Mobile,4,Married,3,1,13.0,1.0,1.0,2.0,123.72999999999999
1634,51635,0,1.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile,1,Single,2,0,21.0,1.0,1.0,2.0,133.1
1635,51636,0,22.0,Computer,1,16.0,Debit Card,Female,2.0,3,Others,5,Single,10,1,11.0,,1.0,2.0,286.65
1636,51637,0,9.0,Phone,1,9.0,COD,Male,1.0,3,Laptop & Accessory,4,Single,5,0,12.0,2.0,7.0,7.0,144.85
1637,51638,0,4.0,Computer,3,11.0,E wallet,Female,,3,Mobile,4,Married,2,0,11.0,0.0,2.0,2.0,127.88999999999999
1638,51639,1,0.0,Mobile Phone,3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,1,Single,2,1,12.0,4.0,7.0,4.0,158.28
1639,51640,0,10.0,Computer,1,,CC,Male,2.0,3,Mobile,1,Married,2,1,12.0,0.0,1.0,2.0,123.25999999999999
1640,51641,0,15.0,Computer,3,32.0,E wallet,Female,3.0,3,Grocery,4,Married,6,0,14.0,3.0,,8.0,235.25
1641,51642,1,,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Mobile Phone,3,Single,2,0,13.0,1.0,1.0,0.0,114.19999999999999
1642,51643,0,8.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Fashion,4,Married,1,0,15.0,3.0,6.0,9.0,180.2
1643,51644,0,9.0,Computer,1,24.0,Debit Card,Male,2.0,1,Mobile Phone,1,Married,5,0,18.0,1.0,1.0,0.0,136.88
1644,51645,0,24.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Married,6,0,18.0,0.0,1.0,2.0,154.82
1645,51646,0,14.0,Mobile Phone,3,8.0,Debit Card,Male,2.0,3,Grocery,4,Single,2,0,19.0,1.0,,4.0,260.15
1646,51647,0,,Mobile Phone,3,16.0,Credit Card,Female,3.0,4,Mobile Phone,3,Single,2,0,12.0,0.0,1.0,0.0,112.0
1647,51648,0,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Single,1,0,19.0,0.0,1.0,7.0,156.61
1648,51649,0,4.0,Mobile Phone,3,13.0,COD,Male,3.0,1,Laptop & Accessory,1,Married,5,0,11.0,3.0,7.0,7.0,169.29
1649,51650,0,12.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,1,Fashion,1,Married,1,0,17.0,1.0,3.0,7.0,196.13
1650,51651,0,9.0,Computer,1,30.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,8,0,15.0,1.0,1.0,8.0,156.74
1651,51652,0,5.0,Mobile Phone,3,13.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,2,0,14.0,3.0,4.0,8.0,154.84
1652,51653,0,11.0,Mobile Phone,1,31.0,Debit Card,Female,2.0,4,Fashion,4,Married,4,0,17.0,0.0,1.0,,220.61
1653,51654,0,30.0,Computer,1,6.0,Debit Card,Male,2.0,5,Laptop & Accessory,3,Married,3,1,13.0,1.0,1.0,2.0,156.6
1654,51655,0,4.0,Phone,1,11.0,COD,Male,2.0,3,Mobile Phone,1,Married,1,1,12.0,1.0,1.0,3.0,148.21
1655,51656,0,4.0,Mobile Phone,2,8.0,UPI,Male,3.0,4,Laptop & Accessory,5,Married,4,0,12.0,0.0,1.0,0.0,164.1
1656,51657,0,18.0,Computer,1,13.0,Debit Card,Male,3.0,3,Fashion,5,Married,2,0,18.0,2.0,9.0,11.0,152.1
1657,51658,0,4.0,Phone,1,8.0,Debit Card,Male,,3,Mobile,1,Married,1,1,18.0,2.0,2.0,2.0,126.94999999999999
1658,51659,0,6.0,Computer,1,11.0,Debit Card,Female,3.0,3,Fashion,4,Married,7,0,11.0,7.0,8.0,,218.77999999999997
1659,51660,0,0.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,3,Grocery,5,Married,2,1,14.0,,11.0,10.0,270.68
1660,51661,0,16.0,Computer,1,,Debit Card,Female,2.0,3,Mobile,1,Single,1,0,19.0,0.0,1.0,7.0,124.55000000000001
1661,51662,0,22.0,Mobile Phone,1,6.0,Cash on Delivery,Female,2.0,4,Grocery,3,Single,8,1,12.0,0.0,,7.0,239.64
1662,51663,1,15.0,Phone,1,14.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Married,3,0,15.0,7.0,7.0,7.0,149.41
1663,51664,0,0.0,Phone,1,,Debit Card,Female,2.0,3,Mobile,4,Single,2,1,12.0,0.0,1.0,2.0,124.78
1664,51665,0,5.0,Mobile Phone,3,14.0,COD,Female,3.0,4,Laptop & Accessory,4,Married,2,1,11.0,11.0,11.0,9.0,152.28
1665,51666,0,0.0,Phone,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2,1,11.0,0.0,1.0,4.0,144.78
1666,51667,0,4.0,Mobile Phone,3,13.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Married,5,0,12.0,0.0,1.0,7.0,175.47
1667,51668,0,5.0,Mobile Phone,1,8.0,Credit Card,Female,3.0,1,Laptop & Accessory,1,Single,8,0,16.0,0.0,1.0,7.0,150.55
1668,51669,1,0.0,Phone,1,8.0,CC,Male,2.0,5,Mobile,1,Married,6,1,13.0,1.0,2.0,2.0,134.64
1669,51670,0,3.0,Mobile Phone,1,34.0,Credit Card,Female,3.0,3,Laptop & Accessory,1,Married,2,0,13.0,1.0,1.0,9.0,157.75
1670,51671,0,4.0,Computer,1,13.0,Debit Card,Female,2.0,4,Fashion,3,Married,2,0,24.0,7.0,8.0,9.0,189.43
1671,51672,0,12.0,Computer,1,13.0,Credit Card,Male,2.0,4,Others,1,Married,2,0,,6.0,13.0,3.0,292.72
1672,51673,1,2.0,Mobile Phone,3,9.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,5,1,18.0,1.0,1.0,0.0,152.38
1673,51674,0,6.0,Computer,3,16.0,E wallet,Male,2.0,4,Laptop & Accessory,1,Single,4,0,14.0,1.0,1.0,1.0,146.82
1674,51675,0,20.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,3,Others,3,Married,5,0,11.0,,1.0,1.0,283.0
1675,51676,0,16.0,Computer,1,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,11.0,1.0,1.0,0.0,152.57
1676,51677,0,0.0,Computer,3,6.0,E wallet,Male,3.0,3,Laptop & Accessory,4,Married,1,1,13.0,0.0,1.0,4.0,163.49
1677,51678,0,27.0,Computer,1,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,0,12.0,0.0,1.0,3.0,148.69
1678,51679,0,16.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Fashion,5,Married,9,0,16.0,1.0,1.0,0.0,199.85
1679,51680,0,18.0,Phone,1,14.0,UPI,Male,3.0,3,Laptop & Accessory,1,Married,10,0,14.0,8.0,9.0,8.0,136.97
1680,51681,0,13.0,Mobile Phone,3,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,3,1,22.0,1.0,1.0,2.0,174.57
1681,51682,1,,Phone,1,14.0,UPI,Male,3.0,5,Mobile,5,Married,2,1,11.0,0.0,1.0,7.0,121.19
1682,51683,0,2.0,Phone,1,15.0,UPI,Male,1.0,4,Mobile Phone,1,Single,1,0,17.0,1.0,2.0,2.0,139.83
1683,51684,0,3.0,Mobile Phone,3,11.0,E wallet,Female,1.0,4,Laptop & Accessory,3,Married,2,0,13.0,1.0,1.0,2.0,161.18
1684,51685,0,0.0,Mobile Phone,3,14.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,2,0,18.0,0.0,1.0,7.0,162.14
1685,51686,0,10.0,Mobile Phone,1,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,1,Married,8,0,16.0,1.0,1.0,4.0,163.47
1686,51687,0,11.0,Mobile Phone,1,21.0,Debit Card,Male,3.0,4,Fashion,1,Married,1,1,14.0,2.0,2.0,,215.10000000000002
1687,51688,0,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Fashion,1,Single,2,1,14.0,4.0,4.0,10.0,171.43
1688,51689,0,2.0,Mobile Phone,3,16.0,E wallet,Female,2.0,4,Laptop & Accessory,4,Married,2,1,14.0,1.0,1.0,7.0,182.68
1689,51690,0,8.0,Mobile Phone,1,11.0,COD,Male,3.0,3,Fashion,4,Single,1,0,13.0,1.0,1.0,13.0,180.95
1690,51691,0,0.0,Phone,1,32.0,Debit Card,Male,,3,Mobile,1,Married,2,0,12.0,0.0,1.0,2.0,129.04
1691,51692,0,14.0,Mobile Phone,1,12.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,7,1,15.0,1.0,1.0,2.0,160.32
1692,51693,0,20.0,Computer,3,10.0,CC,Male,,3,Laptop & Accessory,3,Single,4,0,19.0,0.0,1.0,0.0,129.76
1693,51694,0,15.0,Mobile Phone,1,29.0,Debit Card,Female,2.0,3,Grocery,1,Single,3,0,14.0,0.0,,0.0,259.92
1694,51695,0,2.0,Computer,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,14.0,1.0,1.0,2.0,146.49
1695,51696,0,15.0,Phone,2,8.0,COD,Male,,3,Mobile,3,Married,1,1,11.0,1.0,1.0,0.0,126.96000000000001
1696,51697,0,5.0,Phone,1,,CC,Female,3.0,3,Mobile,4,Married,2,0,13.0,0.0,1.0,7.0,123.69999999999999
1697,51698,0,21.0,Mobile Phone,3,35.0,Credit Card,Female,3.0,3,Fashion,3,Married,4,0,21.0,0.0,1.0,,225.04000000000002
